Date Time,Latitude,Longitude,Elevation,Temperature Height (m),Wind Height (m),Total Solar Radiation(MJ),Max Temp(deg C),Min Temp(deg C),Total Rainfall(mm),Average Dewpoint(deg C),Total Wind Run(km/day)
11/7/2010,29.80266,-82.41081,48.768,2,10,15.74,16.64,0.5,0,0.29,170
11/8/2010,29.80266,-82.41081,48.768,2,10,15.61,20.61,-1.29,0,1.09,82.4
11/9/2010,29.80266,-82.41081,48.768,2,10,15.38,25.72,2.93,0,5.38,110
11/10/2010,29.80266,-82.41081,48.768,2,10,15.19,26.58,3.37,0,6.79,75.6
11/11/2010,29.80266,-82.41081,48.768,2,10,14.72,25.06,5.24,0,9.67,167.2
11/12/2010,29.80266,-82.41081,48.768,2,10,14.89,23.58,5.71,0,8.95,154
11/13/2010,29.80266,-82.41081,48.768,2,10,14.99,23.56,4.22,0,7.58,89.3
11/14/2010,29.80266,-82.41081,48.768,2,10,14.8,24.52,1.97,0,7.19,74.3
11/15/2010,29.80266,-82.41081,48.768,2,10,13.84,26.23,5.46,0,10.36,176.8
11/16/2010,29.80266,-82.41081,48.768,2,10,6.42,24.91,11.63,3.68,16.12,269.9
11/17/2010,29.80266,-82.41081,48.768,2,10,13.94,23.02,6.93,0,12.4,143.8
11/18/2010,29.80266,-82.41081,48.768,2,10,14.52,21.19,5.33,0,6.23,113.2
11/19/2010,29.80266,-82.41081,48.768,2,10,12.42,23.15,2.33,0,8.46,150.1
11/20/2010,29.80266,-82.41081,48.768,2,10,12.65,25.3,8.74,0,11.31,116
11/21/2010,29.80266,-82.41081,48.768,2,10,11.89,25.5,9.35,0,13.03,183.2
11/22/2010,29.80266,-82.41081,48.768,2,10,10.22,26.55,12.95,0,15.29,154.4
11/23/2010,29.80266,-82.41081,48.768,2,10,11.19,27.39,12.16,0,14.31,90
11/24/2010,29.80266,-82.41081,48.768,2,10,12.7,27.37,9.17,0,13.08,68.9
11/25/2010,29.80266,-82.41081,48.768,2,10,11.9,27.88,9.38,0,13.56,102.2
11/26/2010,29.80266,-82.41081,48.768,2,10,7.31,26.43,12.79,6.45,17.57,217
11/27/2010,29.80266,-82.41081,48.768,2,10,13.04,18.33,4.29,0,7.9,165.3
11/28/2010,29.80266,-82.41081,48.768,2,10,13.35,23.55,0.38,0,7.14,176.9
11/29/2010,29.80266,-82.41081,48.768,2,10,6.24,24.65,12.24,0.23,16.86,260.5
11/30/2010,29.80266,-82.41081,48.768,2,10,9.11,28.91,19.08,0,19.26,311.6
12/1/2010,29.80266,-82.41081,48.768,2,10,12.87,22.4,1.43,2.26,5.27,320.3
12/2/2010,29.80266,-82.41081,48.768,2,10,13.44,13.31,-3.72,0,-2.9,98.6
12/3/2010,29.80266,-82.41081,48.768,2,10,13.24,17.63,-3.32,0,-1.91,105.5
12/4/2010,29.80266,-82.41081,48.768,2,10,12.75,20.56,0.45,0,5.89,197
12/5/2010,29.80266,-82.41081,48.768,2,10,12.17,17.04,4.62,0,7.42,253.1
12/6/2010,29.80266,-82.41081,48.768,2,10,13.24,9.17,-2.01,0,-4.84,235.5
12/7/2010,29.80266,-82.41081,48.768,2,10,13.26,10.21,-3.83,0,-7.01,232.6
12/8/2010,29.80266,-82.41081,48.768,2,10,9.93,10.49,-5.78,0,-6.96,157.5
12/9/2010,29.80266,-82.41081,48.768,2,10,12.61,13.6,-0.92,0,-3.23,178.5
12/10/2010,29.80266,-82.41081,48.768,2,10,4.11,13.03,0.84,0,3.83,137.9
12/11/2010,29.80266,-82.41081,48.768,2,10,9.86,17.46,6.08,0,8.56,115.2
12/12/2010,29.80266,-82.41081,48.768,2,10,7.01,15.33,1.91,4.62,5.02,381.6
12/13/2010,29.80266,-82.41081,48.768,2,10,12.31,6.18,-1.65,0,-7.09,478.8
12/14/2010,29.80266,-82.41081,48.768,2,10,13.24,7.53,-6.18,0,-12.49,222.9
12/15/2010,29.80266,-82.41081,48.768,2,10,12.42,12.58,-6.92,0,-8.12,95.9
12/16/2010,29.80266,-82.41081,48.768,2,10,12.02,19.63,-2.75,0,-0.68,248
12/17/2010,29.80266,-82.41081,48.768,2,10,9.45,24.22,10.53,0,11.78,232.4
12/18/2010,29.80266,-82.41081,48.768,2,10,7.14,22.9,11.42,0,13.28,156.8
12/19/2010,29.80266,-82.41081,48.768,2,10,2.81,13.23,-0.91,0,5.62,188.6
12/20/2010,29.80266,-82.41081,48.768,2,10,12.75,14.96,-4.23,0,-1.35,90
12/21/2010,29.80266,-82.41081,48.768,2,10,12.38,19.28,-2.25,0,1.21,123
12/22/2010,29.80266,-82.41081,48.768,2,10,7.76,22.37,6.41,0,12.71,308.1
12/23/2010,29.80266,-82.41081,48.768,2,10,12.13,13.95,-0.85,0,4.43,192.7
12/24/2010,29.80266,-82.41081,48.768,2,10,12.08,15.63,-4.18,0,-1.36,108.4
12/25/2010,29.80266,-82.41081,48.768,2,10,8.68,20.07,-1.53,14.99,6.75,222.3
12/26/2010,29.80266,-82.41081,48.768,2,10,3.14,16.18,-0.86,0,-0.11,487.2
12/27/2010,29.80266,-82.41081,48.768,2,10,13.19,7.7,-3.97,0,-5.64,276.3
12/28/2010,29.80266,-82.41081,48.768,2,10,13.08,11.85,-7.47,0,-5.57,116.7
12/29/2010,29.80266,-82.41081,48.768,2,10,11.76,15.48,-6.05,0,-3.94,75.4
12/30/2010,29.80266,-82.41081,48.768,2,10,10.97,22.51,1.32,0,5.56,170.1
12/31/2010,29.80266,-82.41081,48.768,2,10,10.58,24.14,5.45,0,11.06,155.4
1/1/2011,29.80266,-82.41081,48.768,2,10,10.51,24.46,10.88,0,13.22,206.3
1/2/2011,29.80266,-82.41081,48.768,2,10,3.86,22.01,11.7,8.43,16.01,254.2
1/3/2011,29.80266,-82.41081,48.768,2,10,13.35,16.68,1.36,0,3.49,149.4
1/4/2011,29.80266,-82.41081,48.768,2,10,8.35,18.83,1.9,0,6.43,129.2
1/5/2011,29.80266,-82.41081,48.768,2,10,1.77,15.32,7.59,18.06,9.93,120.9
1/6/2011,29.80266,-82.41081,48.768,2,10,11.55,16.78,6.49,0,9.29,309.7
1/7/2011,29.80266,-82.41081,48.768,2,10,13.23,15.73,0.73,0,3.49,327.9
1/8/2011,29.80266,-82.41081,48.768,2,10,13.35,17.38,1.4,0,4.6,305.8
1/9/2011,29.80266,-82.41081,48.768,2,10,10.83,11.11,-0.76,0,-0.55,293.4
1/10/2011,29.80266,-82.41081,48.768,2,10,1.55,15.82,3.79,0.91,10.51,228.3
1/11/2011,29.80266,-82.41081,48.768,2,10,3.27,7.1,3.12,0,4.74,179.9
1/12/2011,29.80266,-82.41081,48.768,2,10,13.66,8.2,-1.39,0,-4.35,246.6
1/13/2011,29.80266,-82.41081,48.768,2,10,13.54,8.12,-4.76,0,-7.07,155.4
1/14/2011,29.80266,-82.41081,48.768,2,10,14.07,12.99,-6.57,0,-6.32,107.7
1/15/2011,29.80266,-82.41081,48.768,2,10,11.38,16.35,-2.58,0,0.29,128.2
1/16/2011,29.80266,-82.41081,48.768,2,10,10.89,18.16,3.36,0,1.43,135.4
1/17/2011,29.80266,-82.41081,48.768,2,10,1.79,15.48,6.88,10.59,10.66,140.1
1/18/2011,29.80266,-82.41081,48.768,2,10,5.87,18.31,9.91,0,12.55,155.2
1/19/2011,29.80266,-82.41081,48.768,2,10,10.06,18.54,4.86,2.97,10.95,161.7
1/20/2011,29.80266,-82.41081,48.768,2,10,12.93,22.12,2.29,13.89,8.83,135.4
1/21/2011,29.80266,-82.41081,48.768,2,10,2.6,14.26,7.05,0.46,11.18,143.6
1/22/2011,29.80266,-82.41081,48.768,2,10,14.58,10.36,-2.64,0,-1.91,232.3
1/23/2011,29.80266,-82.41081,48.768,2,10,14.99,13.27,-5.25,0,-5.15,95.8
1/24/2011,29.80266,-82.41081,48.768,2,10,14.52,19.78,-3.45,0,2.66,166.8
1/25/2011,29.80266,-82.41081,48.768,2,10,1.74,17.15,7.53,56.03,12.74,175.7
1/26/2011,29.80266,-82.41081,48.768,2,10,14.6,15.94,2.8,0.23,8.69,384.8
1/27/2011,29.80266,-82.41081,48.768,2,10,14.08,13.09,-2.26,0,0.36,183.7
1/28/2011,29.80266,-82.41081,48.768,2,10,15.14,17.75,-0.91,0,2.8,262.3
1/29/2011,29.80266,-82.41081,48.768,2,10,14.96,21.07,3.24,0,5.64,130.7
1/30/2011,29.80266,-82.41081,48.768,2,10,12.19,20.93,2.79,0,6.84,106.8
1/31/2011,29.80266,-82.41081,48.768,2,10,10.33,22.6,9.69,0,9.85,133.9
2/1/2011,29.80266,-82.41081,48.768,2,10,10,24.76,9.13,0,13.62,222.2
2/2/2011,29.80266,-82.41081,48.768,2,10,3.98,22.17,15.19,0.46,16.61,247.8
2/3/2011,29.80266,-82.41081,48.768,2,10,1.34,12.34,7.37,59.41,8.54,221.3
2/4/2011,29.80266,-82.41081,48.768,2,10,5.91,18.45,7.96,0.23,11.44,198.6
2/5/2011,29.80266,-82.41081,48.768,2,10,3.81,18.92,11.36,4.17,14.14,255.8
2/6/2011,29.80266,-82.41081,48.768,2,10,6.54,13.69,9.05,2.77,8.95,108.6
2/7/2011,29.80266,-82.41081,48.768,2,10,1.02,12.58,8.27,48.13,10.07,166.3
2/8/2011,29.80266,-82.41081,48.768,2,10,15.11,11.32,0.29,0,3.51,216.2
2/9/2011,29.80266,-82.41081,48.768,2,10,14.52,18.34,-1.71,0,4.07,140.2
2/10/2011,29.80266,-82.41081,48.768,2,10,3.98,11.77,6.35,14.25,7.53,209.5
2/11/2011,29.80266,-82.41081,48.768,2,10,10.62,11.92,4.09,0,4.27,175.6
2/12/2011,29.80266,-82.41081,48.768,2,10,17.81,15.06,0.43,0,-2.47,153.6
2/13/2011,29.80266,-82.41081,48.768,2,10,17.55,17.34,-2.01,0,-0.99,112.4
2/14/2011,29.80266,-82.41081,48.768,2,10,17.63,20.16,-0.71,0,2.31,202.2
2/15/2011,29.80266,-82.41081,48.768,2,10,16.31,20.65,2.58,0,5.36,192.2
2/16/2011,29.80266,-82.41081,48.768,2,10,11.05,23.18,8.7,0,11.63,166.8
2/17/2011,29.80266,-82.41081,48.768,2,10,11.86,24.84,11.75,0,13.58,131.2
2/18/2011,29.80266,-82.41081,48.768,2,10,15.43,25.79,8.91,0,11.73,151
2/19/2011,29.80266,-82.41081,48.768,2,10,14.78,25.44,7.46,0,11.55,105
2/20/2011,29.80266,-82.41081,48.768,2,10,15.38,25.26,7.96,0,11.61,186.1
2/21/2011,29.80266,-82.41081,48.768,2,10,14.06,24.89,11.6,0,14.11,298
2/22/2011,29.80266,-82.41081,48.768,2,10,14.05,26.61,15.81,0,15.91,315.4
2/23/2011,29.80266,-82.41081,48.768,2,10,15.53,23.37,11.62,0,13.2,239.7
2/24/2011,29.80266,-82.41081,48.768,2,10,14.33,25.25,11.98,0,12.91,194.5
2/25/2011,29.80266,-82.41081,48.768,2,10,14.01,26.13,14.37,0,15.96,346.9
2/26/2011,29.80266,-82.41081,48.768,2,10,16.3,27.89,15.2,0,14.98,159.9
2/27/2011,29.80266,-82.41081,48.768,2,10,16.64,28.22,14,0,15.32,168.3
2/28/2011,29.80266,-82.41081,48.768,2,10,17.9,27.09,12.55,0,15.41,349.3
3/1/2011,29.80266,-82.41081,48.768,2,10,16.46,22.8,10.47,1.17,14.54,310.2
3/2/2011,29.80266,-82.41081,48.768,2,10,17.77,22.7,8.09,0,10.18,237.3
3/3/2011,29.80266,-82.41081,48.768,2,10,15.87,23.03,8.47,0,10.53,293.8
3/4/2011,29.80266,-82.41081,48.768,2,10,12.14,22.91,11.64,0,13.04,348.8
3/5/2011,29.80266,-82.41081,48.768,2,10,16.26,24.61,12.21,0,13.16,260.2
3/6/2011,29.80266,-82.41081,48.768,2,10,11.31,23.25,9.19,0.91,14.25,343.7
3/7/2011,29.80266,-82.41081,48.768,2,10,16.07,16.82,5.08,0,4.87,199
3/8/2011,29.80266,-82.41081,48.768,2,10,18.96,24.75,2.56,0,9.42,282.6
3/9/2011,29.80266,-82.41081,48.768,2,10,14.39,27.16,14.9,14.1,15.04,344.5
3/10/2011,29.80266,-82.41081,48.768,2,10,10.95,18.64,8.69,14.96,10.19,319.4
3/11/2011,29.80266,-82.41081,48.768,2,10,20.95,16.82,2.72,0,1.02,249.5
3/12/2011,29.80266,-82.41081,48.768,2,10,21.37,21.99,-1.12,0,0.75,101
3/13/2011,29.80266,-82.41081,48.768,2,10,20.66,24.25,2.06,0,6.08,123.9
3/14/2011,29.80266,-82.41081,48.768,2,10,19,24.46,4.12,0,6.59,130.1
3/15/2011,29.80266,-82.41081,48.768,2,10,20.37,26.18,8.46,0,9.58,196.3
3/16/2011,29.80266,-82.41081,48.768,2,10,17.11,26.54,13.2,0,13.19,224.4
3/17/2011,29.80266,-82.41081,48.768,2,10,20.78,27.36,6.4,0,9.97,115.7
3/18/2011,29.80266,-82.41081,48.768,2,10,20.93,28.84,8.59,0,11.93,120.9
3/19/2011,29.80266,-82.41081,48.768,2,10,21.8,30.47,8.41,0,9.58,110.2
3/20/2011,29.80266,-82.41081,48.768,2,10,18.02,27.64,10.85,0,14.72,266.7
3/21/2011,29.80266,-82.41081,48.768,2,10,19.22,27.69,10.11,0,13.8,116.7
3/22/2011,29.80266,-82.41081,48.768,2,10,20.21,29.06,11.83,0,14.26,176.3
3/23/2011,29.80266,-82.41081,48.768,2,10,20.3,27.37,14.66,0,14.9,346.6
3/24/2011,29.80266,-82.41081,48.768,2,10,15.68,27.8,16.53,0,17.82,385.8
3/25/2011,29.80266,-82.41081,48.768,2,10,21.57,25.83,8.5,0,7.89,176.6
3/26/2011,29.80266,-82.41081,48.768,2,10,16.26,27.56,6.81,0,12.93,206.8
3/27/2011,29.80266,-82.41081,48.768,2,10,17.67,29.16,17.73,0,18.13,299.9
3/28/2011,29.80266,-82.41081,48.768,2,10,3.11,21.58,17.54,1.63,19.55,170.5
3/29/2011,29.80266,-82.41081,48.768,2,10,8.04,21.41,13.66,0.23,15.66,264.4
3/30/2011,29.80266,-82.41081,48.768,2,10,3.84,24.48,15.82,10.74,18.32,290.4
3/31/2011,29.80266,-82.41081,48.768,2,10,6.77,24.38,13.37,7.37,18.12,229.2
4/1/2011,29.80266,-82.41081,48.768,2,10,23.02,22.65,7.55,0,9.99,255.9
4/2/2011,29.80266,-82.41081,48.768,2,10,19.08,25.94,10.38,0,14.12,196.9
4/3/2011,29.80266,-82.41081,48.768,2,10,23.53,27.5,10.12,0,9.54,165.7
4/4/2011,29.80266,-82.41081,48.768,2,10,21.27,29.88,12.26,0,17.05,333.5
4/5/2011,29.80266,-82.41081,48.768,2,10,14.11,23.57,4.91,15.01,11.92,320
4/6/2011,29.80266,-82.41081,48.768,2,10,23.88,23.34,2.48,0,5.47,171.3
4/7/2011,29.80266,-82.41081,48.768,2,10,21.34,27.59,8.98,0,14.09,161.8
4/8/2011,29.80266,-82.41081,48.768,2,10,18.61,29.87,14.01,0,18.48,163.5
4/9/2011,29.80266,-82.41081,48.768,2,10,19.97,30.84,17.43,0,18.39,165.5
4/10/2011,29.80266,-82.41081,48.768,2,10,23.04,31.17,14.38,0,16.51,167.8
4/11/2011,29.80266,-82.41081,48.768,2,10,22.57,31.03,13.91,0,16.99,202.9
4/12/2011,29.80266,-82.41081,48.768,2,10,14.1,25.31,14.39,0.23,16.99,247.4
4/13/2011,29.80266,-82.41081,48.768,2,10,24.3,26.86,8.46,0,10.03,111.9
4/14/2011,29.80266,-82.41081,48.768,2,10,22.74,28.41,7.25,0,11.35,139.3
4/15/2011,29.80266,-82.41081,48.768,2,10,16.53,28.09,13.12,0.69,17.13,205.1
4/16/2011,29.80266,-82.41081,48.768,2,10,17.45,28.51,15.29,0,18.65,378.4
4/17/2011,29.80266,-82.41081,48.768,2,10,24.63,25.95,7.78,0,10.05,107.2
4/18/2011,29.80266,-82.41081,48.768,2,10,24.04,29.51,7.17,0,11.4,105.7
4/19/2011,29.80266,-82.41081,48.768,2,10,22.55,32.04,13.28,0,16.82,191.2
4/20/2011,29.80266,-82.41081,48.768,2,10,16.04,31.32,15.44,0,17.99,140.8
4/21/2011,29.80266,-82.41081,48.768,2,10,22.58,31.54,14.26,0,16.73,88.8
4/22/2011,29.80266,-82.41081,48.768,2,10,23.81,30.93,14.97,0,16.48,138.6
4/23/2011,29.80266,-82.41081,48.768,2,10,23.58,30.68,14.28,0,17.21,151.8
4/24/2011,29.80266,-82.41081,48.768,2,10,19.19,30.69,15.99,0,18.08,184.8
4/25/2011,29.80266,-82.41081,48.768,2,10,21.98,31.37,14.74,0,17.82,177.4
4/26/2011,29.80266,-82.41081,48.768,2,10,18.99,31.26,17.96,0,19.75,192.2
4/27/2011,29.80266,-82.41081,48.768,2,10,20.74,33.24,17.65,0,19.38,296.4
4/28/2011,29.80266,-82.41081,48.768,2,10,11.61,31.69,20.96,3.99,21.76,322
4/29/2011,29.80266,-82.41081,48.768,2,10,25.98,27.06,12.12,0.23,11.7,236.1
4/30/2011,29.80266,-82.41081,48.768,2,10,25.87,29.71,7.28,0,10.77,202.8
5/1/2011,29.80266,-82.41081,48.768,2,10,24.86,29.57,12.95,0,15.5,273.1
5/2/2011,29.80266,-82.41081,48.768,2,10,23.43,30.83,13.76,0,16.53,199
5/3/2011,29.80266,-82.41081,48.768,2,10,22.32,31.4,16.21,0,18.27,171.7
5/4/2011,29.80266,-82.41081,48.768,2,10,20.97,25.54,10.85,0,11.91,187.1
5/5/2011,29.80266,-82.41081,48.768,2,10,24.5,27.13,6.35,0,9.71,249.6
5/6/2011,29.80266,-82.41081,48.768,2,10,16.54,27.7,14.74,1.4,14.36,215.9
5/7/2011,29.80266,-82.41081,48.768,2,10,26.13,28.78,9.07,0,10.76,122.5
5/8/2011,29.80266,-82.41081,48.768,2,10,25.98,30.87,9.82,0,13.83,153.1
5/9/2011,29.80266,-82.41081,48.768,2,10,22.53,32.69,18.19,0,18.93,157.4
5/10/2011,29.80266,-82.41081,48.768,2,10,22.56,33.22,16.29,0,18.86,132.5
5/11/2011,29.80266,-82.41081,48.768,2,10,23.93,33.85,19.32,0,18.59,209.7
5/12/2011,29.80266,-82.41081,48.768,2,10,22.98,34.29,15.79,0,18.31,133.2
5/13/2011,29.80266,-82.41081,48.768,2,10,23.17,33.08,18.38,0,17.94,233.1
5/14/2011,29.80266,-82.41081,48.768,2,10,9.97,28.14,18.12,83.67,19.38,219.3
5/15/2011,29.80266,-82.41081,48.768,2,10,24.37,25.07,14.16,2.59,15.48,266.3
5/16/2011,29.80266,-82.41081,48.768,2,10,21.05,23.62,10.64,0,11.04,257.7
5/17/2011,29.80266,-82.41081,48.768,2,10,25.89,23.41,9.1,0,10.82,239.1
5/18/2011,29.80266,-82.41081,48.768,2,10,26.93,25.69,7.89,0,9.17,158.8
5/19/2011,29.80266,-82.41081,48.768,2,10,26.27,30.62,8.6,0,12.79,92.5
5/20/2011,29.80266,-82.41081,48.768,2,10,25.21,33.25,16.21,0,16.54,105.4
5/21/2011,29.80266,-82.41081,48.768,2,10,24.85,33.36,13.84,0,15.7,142.2
5/22/2011,29.80266,-82.41081,48.768,2,10,24.04,34.06,15.55,0,17.38,115
5/23/2011,29.80266,-82.41081,48.768,2,10,23.62,33.83,16.49,0,19.77,115.4
5/24/2011,29.80266,-82.41081,48.768,2,10,23.34,33.91,19.78,0,19.96,139.5
5/25/2011,29.80266,-82.41081,48.768,2,10,25.34,33.87,17.19,0,16.95,184.1
5/26/2011,29.80266,-82.41081,48.768,2,10,22.81,32.6,17.45,0,19.3,180.8
5/27/2011,29.80266,-82.41081,48.768,2,10,20.98,31.09,19.24,11.53,20.18,140.6
5/28/2011,29.80266,-82.41081,48.768,2,10,24.84,33.81,18.28,0,19.42,123.6
5/29/2011,29.80266,-82.41081,48.768,2,10,24.17,32.51,18.82,0,19.89,220
5/30/2011,29.80266,-82.41081,48.768,2,10,24.94,31.73,16.7,0,18.61,221.4
5/31/2011,29.80266,-82.41081,48.768,2,10,21.99,32.37,17.23,0,18.77,163.5
6/1/2011,29.80266,-82.41081,48.768,2,10,19.74,33.56,18.36,0,19.73,244.1
6/2/2011,29.80266,-82.41081,48.768,2,10,25.53,32.98,17.82,0,18.85,180.8
6/3/2011,29.80266,-82.41081,48.768,2,10,25.17,34.16,15.5,0,18.3,160.5
6/4/2011,29.80266,-82.41081,48.768,2,10,18.14,34.05,18.62,0,19.22,157.7
6/5/2011,29.80266,-82.41081,48.768,2,10,24.32,34.82,17.08,0,18.6,104.1
6/6/2011,29.80266,-82.41081,48.768,2,10,12.69,34.27,20.55,10.03,21.86,163.8
6/7/2011,29.80266,-82.41081,48.768,2,10,18.72,32,20.11,0,20.85,215.7
6/8/2011,29.80266,-82.41081,48.768,2,10,24.55,31.59,17.36,0,17.45,218.8
6/9/2011,29.80266,-82.41081,48.768,2,10,23.17,31.96,13.9,0,17.37,153.3
6/10/2011,29.80266,-82.41081,48.768,2,10,23.35,33.43,17.04,0,18.54,141
6/11/2011,29.80266,-82.41081,48.768,2,10,21.63,33.5,17.97,0,19.23,118
6/12/2011,29.80266,-82.41081,48.768,2,10,21.89,34.49,19.05,0,20.79,141.4
6/13/2011,29.80266,-82.41081,48.768,2,10,18.77,35.13,20.51,5.33,21.87,226.6
6/14/2011,29.80266,-82.41081,48.768,2,10,22.48,34.78,21.05,0.23,21.48,235.4
6/15/2011,29.80266,-82.41081,48.768,2,10,23.71,37.31,22.71,0,21.79,251.2
6/16/2011,29.80266,-82.41081,48.768,2,10,21.76,33.2,19.62,5.44,20.64,235.8
6/17/2011,29.80266,-82.41081,48.768,2,10,20.68,33.53,21.33,1.14,22.17,154.7
6/18/2011,29.80266,-82.41081,48.768,2,10,19.98,32.99,18.73,0,21.39,159
6/19/2011,29.80266,-82.41081,48.768,2,10,22.87,34.28,20.7,0,22.29,217.5
6/20/2011,29.80266,-82.41081,48.768,2,10,23.95,35.05,20.39,0,21.93,179
6/21/2011,29.80266,-82.41081,48.768,2,10,25.01,35.99,20.88,0,21.69,133.8
6/22/2011,29.80266,-82.41081,48.768,2,10,22.3,36.4,19.62,0,22,110.4
6/23/2011,29.80266,-82.41081,48.768,2,10,19.35,34.07,22.09,9.47,22.93,140
6/24/2011,29.80266,-82.41081,48.768,2,10,16.92,32.01,20.99,0,22.31,164.7
6/25/2011,29.80266,-82.41081,48.768,2,10,16.12,31.96,21.55,0,22.26,166.8
6/26/2011,29.80266,-82.41081,48.768,2,10,20.19,32.37,20.85,0,22.33,189
6/27/2011,29.80266,-82.41081,48.768,2,10,15.24,31.59,20.64,5.54,21.83,178.7
6/28/2011,29.80266,-82.41081,48.768,2,10,12.69,29.47,20.43,2.06,22,147.2
6/29/2011,29.80266,-82.41081,48.768,2,10,19.69,30.92,20.65,7.9,22.21,198.7
6/30/2011,29.80266,-82.41081,48.768,2,10,14.43,30.85,21.07,37.16,22.28,139.2
7/1/2011,29.80266,-82.41081,48.768,2,10,22.68,32.22,19.09,0.23,21.31,157.3
7/2/2011,29.80266,-82.41081,48.768,2,10,23.91,32.65,18.69,0,20.41,200.4
7/3/2011,29.80266,-82.41081,48.768,2,10,24.41,32.88,18.22,0,19.26,160.5
7/4/2011,29.80266,-82.41081,48.768,2,10,24.81,33.77,17.79,0,19.29,122.5
7/5/2011,29.80266,-82.41081,48.768,2,10,21.65,34.76,20.08,0,21.09,111.5
7/6/2011,29.80266,-82.41081,48.768,2,10,18.48,34,20.38,0,21.97,95.6
7/7/2011,29.80266,-82.41081,48.768,2,10,12.61,32.38,19.46,16.43,22.38,125.8
7/8/2011,29.80266,-82.41081,48.768,2,10,6.35,26.13,22.92,5.31,23.56,188.7
7/9/2011,29.80266,-82.41081,48.768,2,10,18.33,31.86,22.77,52.48,23.93,184.2
7/10/2011,29.80266,-82.41081,48.768,2,10,14.64,31.89,22.41,0.46,24.19,116.4
7/11/2011,29.80266,-82.41081,48.768,2,10,14.87,32.05,23.5,0.23,24.48,129
7/12/2011,29.80266,-82.41081,48.768,2,10,18.76,31.53,22.92,1.4,24.6,201.2
7/13/2011,29.80266,-82.41081,48.768,2,10,21.61,32.46,23.8,0,24.56,234.9
7/14/2011,29.80266,-82.41081,48.768,2,10,21.15,32.65,23.25,0,24.56,216.1
7/15/2011,29.80266,-82.41081,48.768,2,10,11.66,32.13,22.5,6.86,23.78,124.8
7/16/2011,29.80266,-82.41081,48.768,2,10,11.15,29.85,22.15,3.28,23.81,148.3
7/17/2011,29.80266,-82.41081,48.768,2,10,23.19,31.61,22.03,0,22.6,261.6
7/18/2011,29.80266,-82.41081,48.768,2,10,22.57,31.4,18.45,0,20.06,191.9
7/19/2011,29.80266,-82.41081,48.768,2,10,24.98,33.26,15.77,0,19.21,106
7/20/2011,29.80266,-82.41081,48.768,2,10,22.11,34.14,20.66,0,21.85,177.9
7/21/2011,29.80266,-82.41081,48.768,2,10,24.27,34.77,21.34,0,22.88,144.6
7/22/2011,29.80266,-82.41081,48.768,2,10,21.9,34.83,21.54,0,22.96,151.8
7/23/2011,29.80266,-82.41081,48.768,2,10,22.79,34.58,20.62,3.81,22.52,113.7
7/24/2011,29.80266,-82.41081,48.768,2,10,19.23,34.71,21.58,19.33,23.14,128.4
7/25/2011,29.80266,-82.41081,48.768,2,10,14.05,32.55,21.12,18.19,23.14,113.9
7/26/2011,29.80266,-82.41081,48.768,2,10,9.85,30.95,23.18,16.79,23.71,134.8
7/27/2011,29.80266,-82.41081,48.768,2,10,13.82,31.25,22.71,0.23,23.25,184.6
7/28/2011,29.80266,-82.41081,48.768,2,10,22.21,34.36,21.57,0,23.09,126.7
7/29/2011,29.80266,-82.41081,48.768,2,10,24.61,34.78,21.42,0,23.02,94.2
7/30/2011,29.80266,-82.41081,48.768,2,10,22.06,35.5,22.09,0,23.57,99.1
7/31/2011,29.80266,-82.41081,48.768,2,10,15.78,34.39,23.77,16.76,24.68,158.5
8/1/2011,29.80266,-82.41081,48.768,2,10,10.24,30.7,22.41,33.15,23.92,151.4
8/2/2011,29.80266,-82.41081,48.768,2,10,21.63,33.28,22.57,8.41,24.58,149.7
8/3/2011,29.80266,-82.41081,48.768,2,10,23.28,34.98,21.64,0,23.86,69.8
8/4/2011,29.80266,-82.41081,48.768,2,10,23.13,35.84,22.1,0,24.13,82.8
8/5/2011,29.80266,-82.41081,48.768,2,10,20.37,35.31,24.21,0,25.43,105.2
8/6/2011,29.80266,-82.41081,48.768,2,10,15.64,33.9,23.06,0,24.62,99.5
8/7/2011,29.80266,-82.41081,48.768,2,10,15.38,33.4,23.23,0.46,24.83,172.8
8/8/2011,29.80266,-82.41081,48.768,2,10,12.36,31.98,23.35,2.74,24.42,196.8
8/9/2011,29.80266,-82.41081,48.768,2,10,7.66,29.22,23.18,12.7,24.2,196.8
8/10/2011,29.80266,-82.41081,48.768,2,10,21.08,32.66,20.82,0,23.53,181.2
8/11/2011,29.80266,-82.41081,48.768,2,10,23.14,34.72,24.44,0,24.77,154.4
8/12/2011,29.80266,-82.41081,48.768,2,10,21.92,34.94,22.08,0,23.97,164.6
8/13/2011,29.80266,-82.41081,48.768,2,10,20.35,33.89,21.03,0,23.36,128.2
8/14/2011,29.80266,-82.41081,48.768,2,10,17.56,33.54,22.48,0,23.91,173
8/15/2011,29.80266,-82.41081,48.768,2,10,22.37,34.36,24.06,0,23.44,231.8
8/16/2011,29.80266,-82.41081,48.768,2,10,24.27,33.69,20.01,0,20.56,100.7
8/17/2011,29.80266,-82.41081,48.768,2,10,19.99,32.69,19.99,0,22.5,179.5
8/18/2011,29.80266,-82.41081,48.768,2,10,13.87,31.96,20.34,14.33,22.62,123.6
8/19/2011,29.80266,-82.41081,48.768,2,10,19.54,31.98,20.68,9.8,22.93,131.1
